"batch_size","epochs","activation","dense","optimizer","drop","learning_rate","conv","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
7,472,"softplus","2000 1000 500 100 50","adam",0.462758104204503,0.0417719352221045,"50 50 50 50 50 1",2.25251876887579,4.51609810341577,9.64128338058363,"1e-08",8.16904225839595,8.36221655051108,TRUE,8.95645851998089,6.89863201415347
8,151,"elu","500 100 50","adagrad",0.344479504493857,0.0232869411940116,"100 100 100 100 100 1",7.01636002755783,6.75839265514109,4.42461406156886,"1e-14",2.64739221725092,4.41488692087703,FALSE,7.60886004800232,5.26839784372538
6,473,"softsign","2000 1000 500 100 50","adadelta",0.563631590096606,0.0906486838910059,"25 25 25 25 25 1",8.06243622393527,4.95568323197705,7.17069370585494,"1e-10",7.36358399351537,9.79018095613341,TRUE,0.428821124344455,0.0508530010371481
8,114,"softmax","2000 1000 500 100 50","sgd",0.019935132841242,0.0135251110255711,"25 25 25 25 25 1",2.02374579406586,0.500628162083159,0.510307641173713,"1e-14",8.74258459839745,0.62502844778588,FALSE,9.04217275510736,5.87562614948593
8,115,"hard_sigmoid","2000 1000 1000 1000 500 100 50","rmsprop",0.0711716966703068,0.0393455092622802,"25 25 25 25 25 1",5.8164810106401,5.53308380150665,9.3517673272104,"1e-10",1.26700260898278,2.01429660566384,TRUE,5.81258993476544,2.50368567654357
7,356,"softmax","2000 1000 500 100 50","rmsprop",0.822530804732884,0.0219575607192408,"25 25 25 25 25 1",7.39785535411075,6.13261578936668,8.90235959594604,"1e-10",8.8147842354324,6.99638771939673,FALSE,0.20235671367101,2.91754981251811
5,295,"softsign","2000 1000 500 100 50","adagrad",0.196747457537649,0.0735319515735832,"64 32 16 32 64 1",2.87594513160678,5.12957027909126,5.60537810356473,"1e-14",9.61696548461255,0.324012741375482,FALSE,1.81707056784247,7.12968166103511
9,115,"elu","2000 1000 500 100 50","adadelta",0.821725132090074,0.024788724378655,"100 100 100 100 100 1",8.03489756823769,6.14288939294773,1.85237047656206,"1e-12",9.49954753131485,4.97408439583727,FALSE,4.46670333523622,3.93505457524616
5,490,"softplus","2000 1000 500 100 50","adagrad",0.256888377259369,0.0849900349887138,"32 20 16 32 10 1",8.83579904122172,1.63958458390989,9.74716384059633,"1e-12",9.92022856628202,3.23776092169923,FALSE,3.5081072006528,0.161806190597626
10,269,"softplus","500 100 50","adadelta",0.0165717517945566,0.0158387284766275,"100 100 100 100 100 1",2.59374912336329,7.77452044028908,9.25422005980159,"1e-06",6.00468993364757,8.34900373668876,TRUE,3.00267499642816,2.66466592203366
7,393,"linear","2000 1000 500 100 50","adam",0.353810271625989,0.0861443189551708,"25 25 25 25 25 1",3.68919528238574,4.97516846273429,2.56351361158537,"1e-10",5.31763260604449,4.69735781761003,FALSE,2.22070889498923,5.76274397296494
10,481,"tanh","500 100 50","adadelta",0.74915493821773,0.090881762144401,"32 20 16 32 10 1",3.47506185428866,4.38867757801967,9.23135693843127,"1e-10",6.39860272770674,2.39436884623603,FALSE,3.94797871665545,5.7288897911322
8,339,"sigmoid","1000 500 100 50","adadelta",0.13651828290472,0.0565648027701243,"50 50 50 50 50 1",1.15332921708738,8.71527536269971,2.32769289623364,"1e-08",7.7914342496603,7.88642736678477,TRUE,4.52773430514435,6.49072895138667
5,241,"softmax","2000 1000 1000 500 100 50","adam",0.189160558931704,0.0662862288132327,"100 100 100 100 100 1",7.01010099638103,2.62750224160708,3.27606574685196,"1e-06",2.46643201181013,0.428746362137608,FALSE,3.99591610240368,7.70709213134551
9,410,"elu","1000 500 100 50","adadelta",0.394574905565358,0.0106115219647693,"100 100 100 100 100 1",2.20294649261447,3.01525203719984,3.34344836604549,"1e-08",4.58270704898921,2.30106085289037,FALSE,5.94749370159948,7.19618236007516
7,281,"softplus","2000 1000 500 100 50","adagrad",0.257734325300215,0.0236310660633183,"100 100 100 100 100 1",4.02196649307423,6.49017129098709,7.90362228707992,"1e-14",8.59736538127079,0.737785941915354,TRUE,3.13266821098257,7.80151553842772
10,367,"softmax","2000 1000 500 100 50","adam",0.811843445827451,0.0867785581179807,"50 50 50 50 50 1",6.51176238369034,8.74634675178222,2.92639211796108,"1e-10",4.05804240107948,5.93471778050414,FALSE,8.14193399879619,0.260533574481004
8,451,"relu","1000 500 100 50","sgd",0.754101525864168,0.0774798964806459,"32 20 16 32 10 1",7.86681059717979,5.52363855369803,3.78575744148111,"1e-14",1.58022642090635,1.67577709941077,TRUE,4.15605999196696,7.37218463936215
9,462,"linear","1000 500 100 50","adadelta",0.338012865593517,0.0391699714037787,"100 100 100 100 100 1",4.64268460013097,2.79967430852032,6.03816780782072,"1e-14",5.63609223607592,4.16954289401416,FALSE,5.19717428341895,1.72176872487563
10,498,"relu","1000 500 100 50","sgd",0.0693939061727375,0.024844968259079,"64 32 16 32 64 1",9.60780239736247,5.97109175845906,0.657375002015615,"1e-08",0.584610088194353,8.32290010533412,FALSE,9.43382029898608,2.78315530455534
6,472,"softmax","1000 500 100 50","sgd",0.729102162891661,0.0976127981850207,"25 25 25 25 25 1",8.87787700183404,5.64937110969019,8.21617208143347,"1e-10",8.37763088280563,5.79080219524214,FALSE,6.02467397199017,6.98680617774916
10,141,"relu","2000 1000 1000 1000 500 100 50","adam",0.254366255215206,0.0737213085793418,"25 25 25 25 25 1",1.58861303198783,7.20174414567083,9.36068881982239,"1e-06",5.94299494553422,2.74113375383662,FALSE,3.14479308967111,0.372314987054041
5,375,"sigmoid","1000 500 100 50","rmsprop",0.668915530618234,0.0142826095947765,"25 25 25 25 25 1",8.22677726844745,8.39875359747024,5.3742972047627,"1e-08",2.39848874760143,8.97796192004112,TRUE,1.86941784462697,0.883997138365391
9,421,"relu","1000 500 100 50","sgd",0.198744804228097,0.0126303361074608,"25 25 25 25 25 1",7.82845218353002,9.01895795232883,6.38761088225991,"1e-10",4.9338800003084,8.11693373098155,TRUE,5.89505553535194,8.46670732178787
7,265,"hard_sigmoid","2000 1000 1000 500 100 50","adagrad",0.327004103959829,0.0403013811083204,"64 32 16 32 64 1",9.1321135546632,0.294483147895251,8.82052106639719,"1e-06",1.14526289641179,7.16600637268275,TRUE,7.87830033242542,2.30635734936459
7,393,"sigmoid","1000 500 100 50","adam",0.0824168529920513,0.0707971942191605,"64 32 16 32 64 1",3.65070852918532,0.918083424026259,4.38854448821861,"1e-08",2.41686984244903,3.30776660506264,TRUE,1.45083855726172,5.86513875177113
6,119,"sigmoid","500 100 50","sgd",0.730289185168175,0.0840615924047434,"32 20 16 32 10 1",9.52920306091471,2.09275157288768,1.76138993478497,"1e-12",1.72966767467692,1.88642256704276,TRUE,8.74144459555707,8.21682112510674
10,391,"sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.188163655355817,0.0104974010339911,"32 20 16 32 10 1",3.35577568310084,1.97675786693853,5.64391357999528,"1e-06",0.643166408251616,7.79601874189219,FALSE,6.42786146817285,7.28227430667192
7,318,"linear","1000 500 100 50","adagrad",0.263073399912135,0.0943647806133149,"25 25 25 25 25 1",0.302066860973598,5.18190790259145,1.67431012222543,"1e-10",6.94182453923146,0.608002789275488,TRUE,0.0461700359910805,9.12537349081556
9,403,"elu","500 100 50","adam",0.306511867450818,0.096516078753753,"25 25 25 25 25 1",7.31368023831025,8.09583027789594,6.08932014688035,"1e-06",2.20151469840266,2.15385921551264,FALSE,4.44871231704829,7.71829665146596
9,268,"linear","500 100 50","adagrad",0.0961690581199829,0.056914156432313,"50 50 50 50 50 1",1.90747299261487,8.33686484224289,5.53404300300172,"1e-08",0.904964813832923,7.46133072524448,TRUE,1.65035878412443,1.84604825562748
10,252,"softplus","500 100 50","sgd",0.00628321694754995,0.0365916884220533,"64 32 16 32 64 1",0.0878898600410009,8.6233440327353,9.29528580560815,"1e-12",6.04515173066835,6.08054323665914,TRUE,3.21165090427017,0.65801786693507
10,204,"linear","1000 500 100 50","adagrad",0.764879313948902,0.0892793381023382,"25 25 25 25 25 1",9.00300795161064,3.73831085884017,2.71101844614954,"1e-14",1.90882995216702,9.1765390250599,TRUE,0.182086128248308,1.59283238058343
10,221,"softsign","1000 500 100 50","rmsprop",0.0318811162022059,0.00257257902409808,"25 25 25 25 25 1",6.27220268674464,8.95475169449156,1.4654771102732,"1e-14",4.8304943456204,4.94338205600623,FALSE,1.24312094906286,6.67335963900884
10,243,"softplus","2000 1000 500 100 50","rmsprop",0.0224104842267581,0.00874171009437858,"25 25 25 25 25 1",5.90026422773406,7.64571388357899,0.117210787829245,"1e-08",3.65805079224945,8.83947372021852,TRUE,6.72439125069683,3.93507476176028
8,221,"hard_sigmoid","2000 1000 1000 500 100 50","sgd",0.731789682778262,0.067544374709464,"100 100 100 100 100 1",0.346643093684274,4.31950174760352,6.45715202458319,"1e-06",3.2184761221929,4.76347276505665,TRUE,4.75358965651291,4.50106712888233
6,118,"elu","500 100 50","adagrad",0.0937688451327151,0.0774127585227966,"25 25 25 25 25 1",3.06275372005499,1.7104241616888,6.2628240843839,"1e-08",4.02359571409445,7.60410645194934,TRUE,7.67875488265316,8.78011245319623
8,373,"softsign","2000 1000 500 100 50","adadelta",0.266147154777765,0.0758016718128539,"25 25 25 25 25 1",7.1126057950796,0.475941930043034,7.40404902381008,"1e-10",7.60111448838225,7.31300302602816,FALSE,2.18805133202595,5.13230609736216
10,259,"softsign","2000 1000 1000 1000 500 100 50","sgd",0.617885741325491,0.0355970037628721,"50 50 50 50 50 1",5.39114762698921,0.822496631083784,1.1527505725564,"1e-10",3.69953912691098,4.9883669799706,FALSE,5.13494187195438,3.51555862645884
10,473,"tanh","2000 1000 1000 500 100 50","adadelta",0.230881015164976,0.0181710238445375,"100 100 100 100 100 1",3.39999557945437,1.35842598625443,2.6825344952161,"1e-14",6.37657154424894,9.93614527305937,TRUE,9.74853343152205,6.29867831093394
5,259,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.362388904894853,0.0338613536872107,"25 25 25 25 25 1",1.54628202844133,0.683008728676879,5.32925238167052,"1e-10",8.5583385090236,0.137515228691045,FALSE,9.77327884116722,5.88110558158306
9,330,"softmax","2000 1000 500 100 50","adam",0.288872692416084,0.0652634831188059,"25 25 25 25 25 1",3.80268528818196,7.04512657909682,8.17541111773695,"1e-12",5.74023272755109,9.43881409674534,FALSE,0.0689198255052425,7.36522674561507
5,382,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adagrad",0.339119475305267,0.043173078762348,"50 50 50 50 50 1",6.39362053833725,7.34482201062764,1.35784344684682,"1e-14",8.63931732508128,0.174998205483425,TRUE,8.95203580781339,3.27604389228131
9,300,"elu","2000 1000 1000 1000 500 100 50","adadelta",0.604226930882887,0.0650260097885711,"100 100 100 100 100 1",1.82377215944312,2.90103718897796,6.44310286069172,"1e-14",8.71486331678047,2.9586461929814,TRUE,2.31565378211844,7.71361081370265
7,205,"relu","2000 1000 500 100 50","adam",0.829430663150665,0.0573736241922076,"64 32 16 32 64 1",8.89774710500375,9.5953974947075,8.41574900995474,"1e-12",5.46865123849562,4.55152665589936,FALSE,9.63436325756729,1.75409922966919
10,180,"hard_sigmoid","2000 1000 1000 500 100 50","rmsprop",0.426473921737948,0.0843780898712653,"32 20 16 32 10 1",7.9460156959892,5.42550025239886,2.1180897119618,"1e-12",8.96422914567504,4.63831620089361,TRUE,3.52733931693703,2.83644326966618
9,499,"sigmoid","2000 1000 500 100 50","adadelta",0.46398025868407,0.0433915084632677,"50 50 50 50 50 1",2.69053493542444,0.313431218557912,6.94233758893795,"1e-08",8.17809660035597,8.44066279881983,TRUE,6.46265217704732,5.58665186049528
9,323,"softplus","500 100 50","rmsprop",0.505699050114211,0.0162315397430821,"25 25 25 25 25 1",8.82811175022749,1.79498204742599,0.264905223667156,"1e-14",5.18444929902815,5.83800289687468,FALSE,8.03654488994464,2.03874030309955
10,223,"softsign","500 100 50","adagrad",0.65364954954288,0.0656700489862578,"25 25 25 25 25 1",6.31364143538826,5.56092945181413,2.60001365586766,"1e-10",9.72875203113143,5.3200488825771,FALSE,6.20181447233599,2.06269106196406
10,258,"softmax","500 100 50","adagrad",0.258247732159111,0.0380292785194459,"25 25 25 25 25 1",2.24359168706037,4.78375416773673,6.56134683165816,"1e-14",4.38913598876893,6.46024648153107,FALSE,1.26325945212895,0.562179517385489
6,443,"linear","2000 1000 1000 500 100 50","adagrad",0.226011739710986,0.016937678817056,"100 100 100 100 100 1",8.3372215635025,2.65772717599177,3.35344586885069,"1e-10",1.17889651604194,2.39582205788931,FALSE,7.10213148148609,8.00926848360049
7,428,"elu","2000 1000 1000 1000 500 100 50","adagrad",0.891686316942761,0.0237745710294437,"25 25 25 25 25 1",3.66661883610764,6.37017068713692,9.79656697013648,"1e-10",9.20400481219633,8.52189937001211,FALSE,0.100679063057419,0.0950538349367353
8,112,"elu","500 100 50","adagrad",0.499012750842422,0.0482430967350027,"64 32 16 32 64 1",1.56675434103239,3.21287464815175,2.40086084929993,"1e-12",8.75345390487754,3.69756743968814,TRUE,4.5921679105487,3.37349347035969
10,465,"tanh","2000 1000 1000 1000 500 100 50","sgd",0.857535520618013,0.0938669101577299,"32 20 16 32 10 1",3.27538480639611,6.21226099513898,7.21386173654348,"1e-10",4.56780416547849,2.64794775524642,TRUE,2.73090940458138,6.46189193747095
9,169,"hard_sigmoid","1000 500 100 50","adam",0.0536155368831125,0.0925019964563007,"50 50 50 50 50 1",7.10440461017393,8.73407152626143,7.3760911379545,"1e-12",3.67887344183711,0.127744023101404,TRUE,7.80464378969725,4.77567891391132
9,277,"tanh","2000 1000 500 100 50","sgd",0.609614207024476,0.0838076036584216,"64 32 16 32 64 1",9.48853800876996,4.08798523564471,1.44299692910165,"1e-06",7.00362792279169,3.20181943221833,FALSE,3.20551783616774,2.75702167916484
7,123,"sigmoid","2000 1000 500 100 50","adam",0.117844201135612,0.0454463397766929,"64 32 16 32 64 1",0.0529169003184232,4.35880509681164,2.94381072618067,"1e-10",1.68554858335183,0.955855974029982,FALSE,8.26419856111045,9.35901103800083
9,177,"softmax","500 100 50","adam",0.00505546268087346,0.0343561317037014,"25 25 25 25 25 1",9.3971801779019,7.67041883394932,4.68828695722274,"1e-10",9.92886295270954,6.64012169049005,TRUE,5.61393911497421,6.31027217248996
9,499,"softplus","500 100 50","rmsprop",0.822864538220444,0.0440715007244449,"50 50 50 50 50 1",4.48320357296425,5.21393147491816,8.13099449356669,"1e-14",0.00297489742805737,6.33602468290599,TRUE,2.19079765856632,9.36798807708822
6,306,"relu","2000 1000 500 100 50","sgd",0.335725274128758,0.0938025205475192,"32 20 16 32 10 1",9.87858693318643,2.1623634583602,8.29232368779136,"1e-14",7.91746382778324,1.98671934643644,TRUE,3.12085814909598,7.83395226449873
9,186,"hard_sigmoid","2000 1000 1000 1000 500 100 50","sgd",0.726085157461523,0.0974172038421953,"100 100 100 100 100 1",6.15507763907531,2.55143467983666,9.57479836277198,"1e-06",4.69652993465255,9.14426069017965,TRUE,7.51480286708369,9.08124675645748
10,104,"tanh","1000 500 100 50","rmsprop",0.226427009841276,0.0931260070740469,"100 100 100 100 100 1",5.16653161190392,9.51720538785985,6.36261958542862,"1e-14",5.69954327943427,2.61390542726847,TRUE,7.20412505444381,0.367829616997594
10,209,"elu","2000 1000 1000 1000 500 100 50","rmsprop",0.126376649527706,0.09823075439129,"32 20 16 32 10 1",7.02785020922731,1.25582849049877,9.03973631331348,"1e-08",3.85152013389865,4.80868026371463,TRUE,4.72447765358149,7.21364214780048
8,228,"elu","2000 1000 1000 1000 500 100 50","adadelta",0.416767759809934,0.0484967586519642,"32 20 16 32 10 1",5.97909573491667,7.36060623382863,8.43803029010422,"1e-12",0.469405114627872,6.45710386718623,FALSE,9.53592379458378,7.91051502478863
7,237,"sigmoid","1000 500 100 50","adagrad",0.556041609253013,0.0317284117666437,"25 25 25 25 25 1",8.81126214512686,6.43708731509859,6.02539652107283,"1e-14",9.21646973458821,9.61117554212338,FALSE,7.43445452446608,9.0004890411657
8,228,"softsign","2000 1000 1000 500 100 50","adam",0.89835965122754,0.090128073729234,"50 50 50 50 50 1",8.02655201206642,7.71405880667117,8.68330151531845,"1e-10",5.76449172542416,7.90919370504213,FALSE,8.59411862294753,1.49012252927974
5,288,"softplus","2000 1000 1000 1000 500 100 50","sgd",0.277496780383622,0.0828209689868254,"50 50 50 50 50 1",7.20218570087357,0.140491239778108,6.95748552541947,"1e-14",6.30000041152151,5.71324402138009,TRUE,1.21613378671437,5.38322099618992
7,431,"tanh","2000 1000 500 100 50","adadelta",0.593880506498215,0.00501746330685115,"50 50 50 50 50 1",5.83750308971591,4.68202089148983,8.42832890084945,"1e-10",5.56458184583675,8.69023440024466,FALSE,5.19322753596116,2.25828082092967
6,423,"softsign","2000 1000 500 100 50","adam",0.355264303017373,0.0967947480974225,"25 25 25 25 25 1",7.10973319705816,7.62837996228799,5.12013608519337,"1e-08",0.545949085882267,8.53174782362185,TRUE,3.90827993485517,4.04553203838273
6,350,"softsign","2000 1000 500 100 50","adam",0.494736099663028,0.0234972701869686,"100 100 100 100 100 1",7.46127980548946,0.450740917232128,2.44738851821632,"1e-14",6.21714840939697,6.02862625849782,TRUE,9.73422621176495,5.14652637045823
5,122,"tanh","2000 1000 500 100 50","adadelta",0.436485477776185,0.0488117207752333,"32 20 16 32 10 1",0.985684439978078,7.82061704652062,0.122618244900368,"1e-06",9.68344259319083,4.42987154014176,TRUE,9.72216988901415,6.84801784254415
5,211,"sigmoid","2000 1000 1000 500 100 50","adam",0.790380667994474,0.0491913086468252,"32 20 16 32 10 1",0.70654818872514,7.69151925635162,8.91081100397976,"1e-06",4.79810664833115,5.83334455208969,FALSE,9.16580117979199,2.4346734353204
7,262,"relu","2000 1000 500 100 50","adam",0.671275014643616,0.0369715630987292,"25 25 25 25 25 1",1.61194850765193,0.48240789287984,3.60070589026203,"1e-08",1.63317444795154,3.36427012448432,FALSE,6.414958877165,1.87106840090246
7,296,"softmax","2000 1000 1000 1000 500 100 50","adadelta",0.797654288110707,0.0543547989024748,"100 100 100 100 100 1",4.51108598697448,5.38935617716275,7.1077558185393,"1e-08",6.87712560208057,9.95371016417281,FALSE,1.53692570968017,3.41232997215765
6,225,"elu","500 100 50","sgd",0.870044873389788,0.0483851345595249,"32 20 16 32 10 1",3.17235868658497,8.24330816255054,2.00323880517622,"1e-06",3.09278966549239,9.58474888186553,FALSE,0.863318487566922,9.2685017768628
10,165,"elu","2000 1000 500 100 50","sgd",0.458453786125139,0.0810814078654347,"64 32 16 32 64 1",5.07946286360365,0.959934207173543,6.33712007827824,"1e-12",6.55358037030469,1.93410769254784,FALSE,1.14831988322734,1.61292904382733
5,457,"softmax","500 100 50","rmsprop",0.881389626395109,0.0386774133646765,"25 25 25 25 25 1",6.072350389035,7.29162899276993,5.99650729015004,"1e-06",7.12944524127664,8.35996276867576,FALSE,4.19033381677881,0.761204819857283
